X	HV102_Abd	HV102_Eye	HV102_Leg	HV102_Meso	HV102_Ovi	HV102_Pro	HV102_Wing2	HV102_Wing3	HV3a_Abd	HV3a_Eye	HV3a_Leg	HV3a_Meso	HV3a_Ovi	HV3a_Pro	HV3a_Wing2	HV3a_Wing3	HV7_Abd	HV7_Leg	HV7_Meso	HV7_Pro	HV7_Wing2	id
HV102_Wing2_TRINITY_DN20179_c0_g1	3.22	12.07	5.32	3.31	2.63	2.99	1.63	1	3.9	12.34	6.71	3.4	2.89	2.33	1.26	2.34	3.15	2.12	1.51	3.33	1.22	HV102_Wing2_TRINITY_DN20179_c0_g1
HV102_Meso_TRINITY_DN20224_c1_g1	3.35	6.69	6.83	10.76	17.11	10.74	7.81	8.87	17.4	6.49	3	9.05	3.88	2.7	0	11.28	17.54	1.25	1.81	2	0	HV102_Meso_TRINITY_DN20224_c1_g1
HV102_Wing3_TRINITY_DN6194_c0_g1	0	3	3	1	0	4	9	11	5	4	1	1	0	0	0	2	0	0	0	0	0	HV102_Wing3_TRINITY_DN6194_c0_g1
HV102_Abd_TRINITY_DN19246_c0_g1	84	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	73	0	0	0	0	HV102_Abd_TRINITY_DN19246_c0_g1
HV102_Abd_TRINITY_DN14556_c0_g1	148	160	484	437	545	201	350	432	151	178	202	210	155	118	265	198	198	112	86	70	215	HV102_Abd_TRINITY_DN14556_c0_g1
HV102_Abd_TRINITY_DN16651_c0_g1	2716	1868	5061	4621	6730	2910	3877	4717	4447	1914	2586	4690	3618	2315	4844	5148	2523	1983	720	909	1712	HV102_Abd_TRINITY_DN16651_c0_g1
HV102_Eye_TRINITY_DN15804_c0_g3	22	45	49	41	26	29	21	42	21	47	35	29	37	17	15	35	28	4	5	3	14	HV102_Eye_TRINITY_DN15804_c0_g3
HV102_Abd_TRINITY_DN21390_c1_g1	16	34	18	33	37	11	43	64	11	81	29	11	8	11	17	29	12	7	5	8	4	HV102_Abd_TRINITY_DN21390_c1_g1
HV102_Leg_TRINITY_DN19673_c0_g2	35.28	66.5	168.08	81.73	130.1	71.8	85.5	111.88	128.62	123.98	127.56	133.65	132.51	71.57	152.37	200.67	127.3	59.3	18.28	33.68	27.27	HV102_Leg_TRINITY_DN19673_c0_g2
HV102_Abd_TRINITY_DN15177_c0_g1	603	669	1616	1712	2461	891	2050	2394	986	1041	636	650	1784	514	1999	1544	498	357	138	199	609	HV102_Abd_TRINITY_DN15177_c0_g1
HV102_Abd_TRINITY_DN14678_c0_g1	981	571	1483	1552	2017	827	1193	1394	1368	615	504	840	649	279	722	775	1243	413	156	199	430	HV102_Abd_TRINITY_DN14678_c0_g1
HV102_Wing2_TRINITY_DN30065_c1_g2	42	75	60	59	56	32	305	427	30	202	62	36	71	56	37	161	25	12	24	16	91	HV102_Wing2_TRINITY_DN30065_c1_g2
HV102_Eye_TRINITY_DN321_c0_g1	0	122	13	4	0	5	4	1	3	4	4	0	0	1	2	0	8	127	2	10	1	HV102_Eye_TRINITY_DN321_c0_g1
HV102_Leg_TRINITY_DN7211_c0_g1	0	30	56	4	21	0	123	91	2	45	119	1	525	4	162	198	0	12	0	2	43	HV102_Leg_TRINITY_DN7211_c0_g1
HV102_Wing2_TRINITY_DN15889_c0_g1	5.87	1.82	1.64	1.35	4.38	0.68	10.06	4.87	0	0	3.84	0	5.45	1.7	4.87	0	2.72	0	0	0	0	HV102_Wing2_TRINITY_DN15889_c0_g1
HV102_Abd_TRINITY_DN10980_c0_g1	235.8	186.3	53.67	126.97	55.62	77.09	36.12	31.76	84.07	210.19	4.28	15.32	0	39.98	11.37	5.85	244.84	102.68	11.86	109.48	116.97	HV102_Abd_TRINITY_DN10980_c0_g1
HV102_Pro_TRINITY_DN6091_c0_g1	3	4	1	0	1	8	1	1	1	0	0	0	2	0	1	0	3	0	0	0	1	HV102_Pro_TRINITY_DN6091_c0_g1
HV102_Eye_TRINITY_DN18375_c0_g2	0	283	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	HV102_Eye_TRINITY_DN18375_c0_g2
HV102_Abd_TRINITY_DN20554_c0_g3	514	513	2844	728	535	1477	545	768	876	913	1944	364	478	670	361	351	865	1430	109	357	273	HV102_Abd_TRINITY_DN20554_c0_g3
HV102_Pro_TRINITY_DN18504_c0_g1	115	140	376	211	141	358	117	139	122	265	360	91	57	143	67	86	159	129	21	63	33	HV102_Pro_TRINITY_DN18504_c0_g1
HV102_Wing3_TRINITY_DN24326_c0_g1	103	42	150.44	38	318.54	12	21	28	135.95	19	63	18	205	8	5	25	128	24	13	2	3	HV102_Wing3_TRINITY_DN24326_c0_g1
HV102_Abd_TRINITY_DN7830_c0_g1	23	31	44	76	39	33	126	137	21	64	28	46	92	25	31	134	19	5	11	7	26	HV102_Abd_TRINITY_DN7830_c0_g1
HV102_Abd_TRINITY_DN19162_c0_g1	236	116	258	192	163	143	173	237	222	162	265	202	148	107	70	174	432	134	25	49	81	HV102_Abd_TRINITY_DN19162_c0_g1
HV102_Eye_TRINITY_DN16230_c0_g3	33	48	183	68	18	86	33	59	54	85	164	53	30	43	11	17	65	71	4	24	30	HV102_Eye_TRINITY_DN16230_c0_g3
HV102_Wing3_TRINITY_DN30920_c0_g1	23	210	94	90	39	53	135	193	33	263	65	68	76	37	32	84	79	17	23	11	37	HV102_Wing3_TRINITY_DN30920_c0_g1
HV102_Wing2_TRINITY_DN25705_c0_g1	14	17.5	41.9	26.54	23.39	8.15	57.61	91.28	17.07	31.39	12.93	20.37	58.34	15.26	41.13	60.38	11.43	0	6.27	2.93	16.25	HV102_Wing2_TRINITY_DN25705_c0_g1
HV102_Wing2_TRINITY_DN17684_c0_g1	0	1	1	0	0	1	10	7	0	8	6	0	1	0	1	5	1	0	0	0	0	HV102_Wing2_TRINITY_DN17684_c0_g1
HV102_Wing3_TRINITY_DN31384_c4_g1	96.49	68.18	1072.02	283.49	512.08	627.98	980.46	1565.53	1408.15	113.83	508.37	654.1	671.96	520.09	859.1	2186.02	216.09	380.32	100.15	375.69	246.42	HV102_Wing3_TRINITY_DN31384_c4_g1
HV102_Eye_TRINITY_DN15378_c0_g1	164	226	430	455	474	253	360	524	336	404	231	215	316	182	463	370	268	124	52	71	234	HV102_Eye_TRINITY_DN15378_c0_g1
HV102_Ovi_TRINITY_DN20990_c0_g1	1968.94	1414.37	2398.32	2316.87	2930.73	1315.23	3056.67	3600	1971.64	2087.94	1201.39	981.63	1908.37	873.24	1643.64	2161.31	2570.81	528.85	309.85	392.11	960.53	HV102_Ovi_TRINITY_DN20990_c0_g1
HV102_Leg_TRINITY_DN12476_c0_g1	149	7	824	27	95	663	19	37	274	2	471	57	131	967	46	189	4216	10353	751	10670	1623	HV102_Leg_TRINITY_DN12476_c0_g1
HV102_Wing3_TRINITY_DN12938_c0_g1	19	40	19	26	9	15	43	87	9	69	20	15	31	15	10	55	23	8	7	6	11	HV102_Wing3_TRINITY_DN12938_c0_g1
HV102_Meso_TRINITY_DN20057_c2_g2	89	107	141	131	280	100	218	253	122	67	81	72	111	47	296	162	58	21	13	11	31	HV102_Meso_TRINITY_DN20057_c2_g2
HV102_Wing3_TRINITY_DN30537_c0_g1	23	27	52	52	43	25	54	77	27	60	22	25	46	18	33	55	69	16	11	10	25	HV102_Wing3_TRINITY_DN30537_c0_g1
HV102_Abd_TRINITY_DN17523_c0_g1	750	492	2919	988	1765	1138	1347	1702	1302	427	1593	721	1084	405	824	1580	1916	1432	454	389	229	HV102_Abd_TRINITY_DN17523_c0_g1
HV102_Abd_TRINITY_DN18928_c0_g2	113.24	133.39	338.72	262.53	150.54	164.4	398.6	484.7	175.11	246.98	210.59	217.78	200.24	157.76	108.77	318.93	249.95	82.32	45.14	69.75	134.91	HV102_Abd_TRINITY_DN18928_c0_g2
HV102_Meso_TRINITY_DN12398_c0_g1	203.71	224.8	571.93	711.29	556.58	326.07	529.04	606.14	214.24	177.91	235.24	529.37	307.44	156.25	247.8	386.3	365.46	198.34	98	102.79	179.28	HV102_Meso_TRINITY_DN12398_c0_g1
HV102_Wing2_TRINITY_DN29491_c0_g1	30	43.79	119	92.85	131	49	108	116.57	61	110.51	62	52	56.69	53	89.3	93	34.33	24.74	4	29	20	HV102_Wing2_TRINITY_DN29491_c0_g1
HV102_Abd_TRINITY_DN17467_c0_g1	216	326	916	1291	1728	516	987	1226	253	274	271	575	358	253	473	312	290	240	120	56	315	HV102_Abd_TRINITY_DN17467_c0_g1
HV102_Wing3_TRINITY_DN31954_c2_g2	8	4	10	19	9	5	36	53	488	423	34	157	209	106	261	225	5	3	0	0	0	HV102_Wing3_TRINITY_DN31954_c2_g2
HV102_Abd_TRINITY_DN21953_c0_g1	149.41	19.83	69.85	8.28	53.25	36.42	22.91	12.45	72.88	19.42	42.11	48.57	33.96	25.4	5.78	7.05	416.84	15.61	10.76	15.88	28.29	HV102_Abd_TRINITY_DN21953_c0_g1
HV102_Pro_TRINITY_DN10391_c0_g2	0	0	6.42	0	0	11.99	1.34	0	4.41	7.25	1.3	2.4	0	1.39	3.15	0	1.6	0	5.18	0	0.65	HV102_Pro_TRINITY_DN10391_c0_g2
HV102_Eye_TRINITY_DN15328_c0_g1	161	293	423	305	374	332	129	136	507	166	438	703	95	213	81	121	267	209	64	146	106	HV102_Eye_TRINITY_DN15328_c0_g1
HV102_Abd_TRINITY_DN16819_c0_g1	222	329	930	1013	1066	629	607	835	518	288	517	946	425	337	737	821	321	283	159	183	279	HV102_Abd_TRINITY_DN16819_c0_g1
HV102_Wing3_TRINITY_DN29818_c0_g1	82.83	228.62	231.69	358.54	149.01	100.33	509.4	735.17	149.21	224.17	364.61	656.03	523.64	164.44	222.58	1134.54	170.49	105.9	92.95	109.47	103	HV102_Wing3_TRINITY_DN29818_c0_g1
HV102_Abd_TRINITY_DN20223_c0_g2	148	135	353.46	353	449.99	188	278	379.42	172.38	132	90	178.45	220.04	97	148.24	222.53	143.64	61.22	35	41	99	HV102_Abd_TRINITY_DN20223_c0_g2
HV102_Eye_TRINITY_DN22286_c0_g1	382	1937	1072	979	714	611	1342	1718	663	5021	685	830	1635	469	891	2388	611	372	194	217	444	HV102_Eye_TRINITY_DN22286_c0_g1
HV102_Meso_TRINITY_DN14547_c0_g1	128.51	42.9	707.29	95.77	323.65	152.04	100.05	126.75	209.32	22.23	170.79	84.27	95.05	56.97	55.32	75.77	146.53	149.03	77.99	116.65	113.13	HV102_Meso_TRINITY_DN14547_c0_g1
HV102_Wing3_TRINITY_DN32703_c2_g2	1	3	0	1	3	0	1	7	1	4	0	0	0	2	0	3	1	0	0	0	1	HV102_Wing3_TRINITY_DN32703_c2_g2
HV102_Wing3_TRINITY_DN27015_c0_g1	52	46	150	146	164	56	200	283	55	40	33	42	95	31	85	126	36	16	5	1	15	HV102_Wing3_TRINITY_DN27015_c0_g1
HV102_Wing3_TRINITY_DN33664_c2_g1	18.41	46.47	35.6	43.53	16.48	15.5	256.98	251.66	19.86	66.97	31.81	52.77	81.14	33.38	24.31	191.72	21.37	6.82	0	2.39	19.86	HV102_Wing3_TRINITY_DN33664_c2_g1
HV102_Ovi_TRINITY_DN21749_c1_g3	114	296	256	277	186	138	442	432	132	484	128	74	170	63	136	191	178	75	17	46	125	HV102_Ovi_TRINITY_DN21749_c1_g3
HV102_Abd_TRINITY_DN16207_c0_g1	661	2	0	0	0	0	0	0	440	0	0	0	0	0	0	0	962	0	0	0	0	HV102_Abd_TRINITY_DN16207_c0_g1
HV102_Leg_TRINITY_DN15644_c0_g2	723	1470	11815	1694	4892	2440	1543	1541	3439	957	3160	1391	1343	1597	812	1602	207	574	183	379	65	HV102_Leg_TRINITY_DN15644_c0_g2
HV102_Abd_TRINITY_DN5744_c0_g1	6.58	11.25	1.4	1.87	0.43	3.7	1.52	4.76	10.77	5.42	0	1.38	0	4.66	1.86	10.7	2.62	3.26	0.84	1.7	3.09	HV102_Abd_TRINITY_DN5744_c0_g1
HV102_Abd_TRINITY_DN21907_c0_g2	449	229	362	255	374	221	394	436	354	342	189	137	268	74	193	248	571	111	55	86	137	HV102_Abd_TRINITY_DN21907_c0_g2
HV102_Leg_TRINITY_DN15304_c0_g1	7.15	0	21.66	3.75	17.26	6.73	77.77	104.56	30.03	49.3	35.61	20.94	37.46	6.81	32.53	81.46	0	15.4	2.37	15.86	0.94	HV102_Leg_TRINITY_DN15304_c0_g1
HV102_Leg_TRINITY_DN19345_c0_g1	360	553	695	1077	896	457	861	1091	309	501	254	520	385	197	332	599	489	197	149	107	441	HV102_Leg_TRINITY_DN19345_c0_g1
HV102_Abd_TRINITY_DN21251_c1_g3	8	2	6	2	3	0	6	5	9	6	6	5	5	2	0	5	5	3	1	0	1	HV102_Abd_TRINITY_DN21251_c1_g3
HV102_Wing2_TRINITY_DN29312_c0_g1	20	75	26	19	21	13	43	52	25	201	32	16	20	23	27	34	31	11	6	4	10	HV102_Wing2_TRINITY_DN29312_c0_g1
HV102_Ovi_TRINITY_DN15403_c0_g1	9	3	69	1	111	8	0	1	9	16	54	3	0	6	1	2	4	234	1	4	1	HV102_Ovi_TRINITY_DN15403_c0_g1
HV102_Wing2_TRINITY_DN26151_c0_g1	33.25	9.15	608.17	63.54	8.68	222.95	41.19	92.99	12.05	5.02	441.75	130	15.4	96.82	0	0	28.11	221.26	56.49	19.12	0	HV102_Wing2_TRINITY_DN26151_c0_g1
HV102_Wing2_TRINITY_DN26339_c1_g1	34.27	59.67	71.43	68.9	56.17	45.47	155.47	185.77	44.48	64.52	27.08	19.6	84.68	18.6	35.84	79.93	27.72	21.12	6.76	8.81	47.17	HV102_Wing2_TRINITY_DN26339_c1_g1
HV102_Eye_TRINITY_DN17373_c0_g1	0	178	0	0	0	0	1	0	25	354	0	14	1	3	3	2	0	0	0	2	0	HV102_Eye_TRINITY_DN17373_c0_g1
HV102_Ovi_TRINITY_DN19172_c0_g1	31	24	93	157	216	48	152	191	49	28	44	89	125	24	130	167	63	27	23	23	69	HV102_Ovi_TRINITY_DN19172_c0_g1
HV102_Leg_TRINITY_DN14763_c0_g1	22	20	88	24	39	51	87	29	39	11	60	18	44	53	77	16	18	16	2	17	13	HV102_Leg_TRINITY_DN14763_c0_g1
HV102_Abd_TRINITY_DN18297_c0_g1	3024	2363	6164	6575	7855	4499	6788	8643	4447	1945	2545	4409	4340	2212	3652	7960	3864	1706	1091	1323	2523	HV102_Abd_TRINITY_DN18297_c0_g1
HV102_Pro_TRINITY_DN15709_c0_g1	167.11	100.15	266.88	201.86	366.61	164.51	208.15	281.26	258.16	175.77	147.5	149.19	267.16	112.29	288.98	293.92	399.53	87.83	37.22	32.89	145.69	HV102_Pro_TRINITY_DN15709_c0_g1
HV102_Ovi_TRINITY_DN21422_c0_g1	466	760	1445	1551	1537	876	1628	1931	736	1052	716	945	1070	421	930	1309	540	487	156	214	437	HV102_Ovi_TRINITY_DN21422_c0_g1
HV102_Eye_TRINITY_DN21420_c0_g1	48	216	285	295	168	242	141	183	39	227	204	66	77	74	44	51	96	275	17	54	46	HV102_Eye_TRINITY_DN21420_c0_g1
HV102_Leg_TRINITY_DN18523_c5_g2	1	0	45	2	0	0	0	0	3	0	1	2	2	0	2	0	1	1	0	0	0	HV102_Leg_TRINITY_DN18523_c5_g2
HV102_Meso_TRINITY_DN12595_c0_g1	1	0	1	3.7	3	1	2	2	0	0	0	5	1.19	0	1.13	1.03	0	0	0	0	2	HV102_Meso_TRINITY_DN12595_c0_g1
HV102_Leg_TRINITY_DN20139_c0_g1	251	543	705	745	1161	405	1096	1273	268	542	230	224	280	173	322	291	303	105	23	48	152	HV102_Leg_TRINITY_DN20139_c0_g1
HV102_Abd_TRINITY_DN23476_c0_g1	731	727	2062	1902	2249	1092	1432	1816	1174	791	992	1639	1236	719	1506	2242	875	537	217	262	348	HV102_Abd_TRINITY_DN23476_c0_g1
HV102_Wing3_TRINITY_DN22689_c0_g1	1	2	5	9	2	5	2	30	0	1	3	0	0	0	0	0	0	0	0	0	0	HV102_Wing3_TRINITY_DN22689_c0_g1
HV102_Eye_TRINITY_DN17825_c0_g1	79.04	131.1	216.4	476.65	507.05	198.41	374.4	337.14	95.53	63.54	39.41	146.43	120.22	65.41	50.59	95.33	92.19	11.37	52.97	9.87	115.61	HV102_Eye_TRINITY_DN17825_c0_g1
HV102_Meso_TRINITY_DN11817_c0_g1	0	2	1	8	3	2	11	4	5	21	4	3	6	4	5	6	4	3	0	1	1	HV102_Meso_TRINITY_DN11817_c0_g1
HV102_Wing2_TRINITY_DN29920_c0_g1	21.28	29.01	145.96	41.74	69.36	45.91	139.44	267.88	13.89	9.74	162.7	84.4	114.72	51.73	8.49	239.49	120.25	48.54	17.78	33.64	33.62	HV102_Wing2_TRINITY_DN29920_c0_g1
HV102_Abd_TRINITY_DN18251_c0_g1	5380	2355	4493	4192	5329	2345	3542	3941	3292	1343	1107	1579	1483	832	1242	1587	3768	1063	382	553	1763	HV102_Abd_TRINITY_DN18251_c0_g1
HV102_Eye_TRINITY_DN21110_c0_g1	90.82	397.6	446.05	499.52	772.23	460.19	416.07	529.89	429.23	341.95	318.75	622.3	395.83	283.94	956.99	2058.73	232.98	258.01	148.38	119.35	159.01	HV102_Eye_TRINITY_DN21110_c0_g1
HV102_Eye_TRINITY_DN20927_c4_g3	7.24	14.76	9.92	25.81	6.97	10.81	31.99	59.25	12.6	12.47	9.28	6.55	53.56	3.88	22.83	69.1	6.87	0	2.97	2.67	2.31	HV102_Eye_TRINITY_DN20927_c4_g3
HV102_Eye_TRINITY_DN19059_c0_g2	158	159	183	237	111	117	721	1063	294	352	276	279	636	179	316	1234	272	67	66	47	173	HV102_Eye_TRINITY_DN19059_c0_g2
HV102_Leg_TRINITY_DN20456_c0_g1	0	0	15.7	4.77	9.35	3.02	0	2.76	0	0	0	0	0	0	0	1.92	0	0	0	0	0	HV102_Leg_TRINITY_DN20456_c0_g1
HV102_Eye_TRINITY_DN14023_c0_g1	9542	5693	18868	15930	19898	11182	14541	18703	18410	5786	9587	9466	12071	6157	14269	15564	11269	5446	2425	2808	5162	HV102_Eye_TRINITY_DN14023_c0_g1
HV102_Eye_TRINITY_DN20968_c0_g2	46.34	213.8	118.78	116.45	48.26	114.6	231.71	305.27	108.24	233.2	27.58	70.3	186.98	29.24	53.4	173.53	41.66	19.38	13.02	4.3	5.63	HV102_Eye_TRINITY_DN20968_c0_g2
HV102_Abd_TRINITY_DN11971_c0_g1	153	200	503	347	403	280	440	558	224	214	264	167	219	136	209	250	218	137	65	73	134	HV102_Abd_TRINITY_DN11971_c0_g1
HV102_Abd_TRINITY_DN12923_c0_g2	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	HV102_Abd_TRINITY_DN12923_c0_g2
HV102_Meso_TRINITY_DN13052_c0_g1	6	88	46	73	86	33	89	103	1	10	1	1	0	0	1	1	2	3	0	2	0	HV102_Meso_TRINITY_DN13052_c0_g1
HV102_Leg_TRINITY_DN13482_c0_g1	219	217	440	164	154	188	211	349	113	270	218	142	133	142	122	246	640	740	214	450	501	HV102_Leg_TRINITY_DN13482_c0_g1
HV102_Abd_TRINITY_DN18502_c0_g1	159	75	293	208	122	156	448	540	174	205	162	145	320	152	232	365	156	67	22	42	471	HV102_Abd_TRINITY_DN18502_c0_g1
HV102_Wing3_TRINITY_DN31889_c1_g1	26	26	52	30	26	11	48	97	7	47	33	16	14	13	17	30	30	13	6	12	20	HV102_Wing3_TRINITY_DN31889_c1_g1
HV102_Leg_TRINITY_DN13161_c0_g1	21	22	55	29	17	16	105	158	25	27	15	14	31	13	12	42	39	13	7	9	29	HV102_Leg_TRINITY_DN13161_c0_g1
HV102_Eye_TRINITY_DN18689_c0_g1	0	16	1	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	0	HV102_Eye_TRINITY_DN18689_c0_g1
HV102_Eye_TRINITY_DN5564_c0_g1	7032	5974	9389	5745	7476	5495	3279	3550	9163	6784	6104	2497	3152	2544	2896	2033	14940	4752	840	1694	2061	HV102_Eye_TRINITY_DN5564_c0_g1
HV102_Abd_TRINITY_DN20750_c0_g1	86.64	135.06	109.73	63.21	66.94	36.83	65.46	35.05	263.99	318.24	87.34	124.18	130.67	107.45	61.23	95.59	848.47	28.83	8.44	35.89	15.33	HV102_Abd_TRINITY_DN20750_c0_g1
HV102_Abd_TRINITY_DN19682_c0_g1	280.04	180.52	733.15	706.45	640.19	477.01	501.88	650.63	450.03	331.23	483.53	487.94	271.45	254.07	353.82	501.94	450.82	625.78	68.31	191.29	150.64	HV102_Abd_TRINITY_DN19682_c0_g1
HV102_Wing2_TRINITY_DN28295_c0_g1	124.03	53.31	531.01	54.96	207.62	60.15	226.22	344.26	154.81	60.74	24.75	70.81	53.08	55.21	59.26	111.09	178.19	101.65	25.04	38.55	123.25	HV102_Wing2_TRINITY_DN28295_c0_g1
HV102_Meso_TRINITY_DN16271_c0_g1	192.89	0	0	25.48	171.22	10.45	0.93	0	212.75	1.72	1	0	23.58	5.49	0.24	2	122.57	19.86	0	3.67	0.08	HV102_Meso_TRINITY_DN16271_c0_g1
HV102_Ovi_TRINITY_DN18189_c0_g1	1087.5	1423.99	3890.64	2447.59	2795.66	2154.17	3007.19	3279.48	1552.24	1824.94	2133.39	1497.55	1587.22	933.4	1249.94	2208.69	1813.14	2453.97	325.75	691.86	648.07	HV102_Ovi_TRINITY_DN18189_c0_g1
HV102_Abd_TRINITY_DN14975_c0_g1	222	145	482	793	550	236	377	514	322	254	172	797	416	150	293	637	234	84	37	58	89	HV102_Abd_TRINITY_DN14975_c0_g1
HV102_Abd_TRINITY_DN16534_c0_g1	670	675	2525	1403	1423	1475	751	996	671	455	1044	864	388	421	558	507	1183	1448	207	416	199	HV102_Abd_TRINITY_DN16534_c0_g1
HV102_Wing3_TRINITY_DN24943_c0_g1	11	8	11	17	13	6	19.01	35	8	13	10	8	12	8	10	10	13	4	6	8	5	HV102_Wing3_TRINITY_DN24943_c0_g1
HV102_Abd_TRINITY_DN20595_c2_g3	88.84	140.92	149.59	146.35	54.92	65.24	207.48	292.88	156.8	272.53	161.08	69.43	200.35	72.37	89.25	165.49	125.47	50.7	25	37.09	85.94	HV102_Abd_TRINITY_DN20595_c2_g3
HV102_Wing3_TRINITY_DN31557_c1_g1	0	103.01	4.62	20.9	11.96	0	356.18	507.92	65.38	155.46	65.3	55.7	184.27	22.64	40.93	403.75	89.45	0	24.83	15.87	30.59	HV102_Wing3_TRINITY_DN31557_c1_g1
HV102_Ovi_TRINITY_DN18310_c0_g1	4.54	0	0	0	3.74	0	0	0	3.1	0	0	0	0	0	0	0	8.41	0	0	0	0	HV102_Ovi_TRINITY_DN18310_c0_g1
HV102_Abd_TRINITY_DN20295_c0_g1	314	241	647	409	679	332	549	622	432	167	197	240	355	217	411	656	448	134	122	218	294	HV102_Abd_TRINITY_DN20295_c0_g1
HV102_Eye_TRINITY_DN21502_c3_g1	60	78	140	137	208	72	192	217	51	50	24	28	61	16	74	77	40	15	15	12	14	HV102_Eye_TRINITY_DN21502_c3_g1
HV102_Wing2_TRINITY_DN30575_c0_g3	110	158	330	258	255	172	406	514	97	130	117	126	113	52	124	227	156	72	43	46	97	HV102_Wing2_TRINITY_DN30575_c0_g3
HV102_Wing3_TRINITY_DN29153_c4_g1	0	0	31.99	11.45	37.04	12.87	17.68	13.14	37.92	3.78	2.25	8.53	3.41	11.69	5.04	0	10.27	0	0.26	0	0	HV102_Wing3_TRINITY_DN29153_c4_g1
HV102_Wing2_TRINITY_DN28800_c1_g3	10	30	59	47	55	34	134	158	101	108	21	43	91	27	249	168	34	30	8	16	118	HV102_Wing2_TRINITY_DN28800_c1_g3
HV102_Abd_TRINITY_DN1595_c0_g1	84	3	6	27	34	4	7	3	11	6	6	2	0	1	5	4	13	0	0	0	2	HV102_Abd_TRINITY_DN1595_c0_g1
HV102_Wing2_TRINITY_DN27147_c4_g2	53	105	69	91	44	48	238	358	44	202	83	105	166	57	61	304	74	29	18	40	35	HV102_Wing2_TRINITY_DN27147_c4_g2
HV102_Eye_TRINITY_DN6599_c0_g1	27	51	61	57	55	41	76	81	25	171	44	21	47	21	27	48	45	15	4	4	17	HV102_Eye_TRINITY_DN6599_c0_g1
HV102_Wing3_TRINITY_DN22911_c0_g1	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	HV102_Wing3_TRINITY_DN22911_c0_g1
HV102_Meso_TRINITY_DN19713_c0_g3	4.17	6.2	7.91	9.89	3.45	5.21	10.96	16.73	13.71	11.18	9.49	5.95	15.34	5.91	3.95	36.5	2	4.07	1.5	4.69	2	HV102_Meso_TRINITY_DN19713_c0_g3
HV102_Wing2_TRINITY_DN30732_c0_g1	85.86	163.15	121.92	148.64	74.5	62.41	540.98	579.6	105.17	528.96	116.56	207.06	330.9	91.77	173.34	689.51	126.02	52.7	54	41.1	130.02	HV102_Wing2_TRINITY_DN30732_c0_g1
HV102_Abd_TRINITY_DN13074_c0_g1	52	50	97	82	92	53	80	105	29	64	41	31	41	24	67	23	49	40	9	11	60	HV102_Abd_TRINITY_DN13074_c0_g1
HV102_Leg_TRINITY_DN18614_c0_g1	14.15	14.94	23.68	20	20.58	25.72	38.4	28.16	34.86	126.31	42.32	29.63	126.55	28	38.32	142.61	78.7	14.01	8.59	14.92	18.99	HV102_Leg_TRINITY_DN18614_c0_g1
HV102_Leg_TRINITY_DN16628_c0_g1	48	23	108	66	27	47	41	70	36	50	56	56	36	22	11	33	75	26	9	9	13	HV102_Leg_TRINITY_DN16628_c0_g1
HV102_Ovi_TRINITY_DN21840_c0_g1	12.19	28.68	38.05	58.19	93.9	19.06	41.14	46.2	11.49	18.16	11.32	15.37	36.87	9.13	28.54	32.35	10.48	1.16	0	3.09	6.57	HV102_Ovi_TRINITY_DN21840_c0_g1
HV102_Abd_TRINITY_DN18738_c1_g1	441.9	264.14	687.51	434.41	632.21	283.08	465.61	532.96	546.68	443.27	326.75	141.46	339.5	148.37	530.7	318.66	384.45	124.96	51.69	78.38	119.31	HV102_Abd_TRINITY_DN18738_c1_g1
HV102_Abd_TRINITY_DN20811_c2_g1	154	56	339	284	391	141	298	351	158	167	105	136	349	99	348	478	224	121	55	64	135	HV102_Abd_TRINITY_DN20811_c2_g1
HV102_Leg_TRINITY_DN14468_c0_g1	108	91	458	396	230	257	100	160	181	126	212	293	85	86	119	78	165	238	31	96	61	HV102_Leg_TRINITY_DN14468_c0_g1
HV102_Abd_TRINITY_DN19326_c0_g1	1679.35	2241.85	2511.97	2361.29	2476.64	1263.27	1179.06	1528.21	1484.55	1776.46	1278.21	1905.24	685.95	393.49	533.86	716.16	1748.16	1183.43	302.46	445.9	730.6	HV102_Abd_TRINITY_DN19326_c0_g1
HV102_Abd_TRINITY_DN3729_c0_g1	14	0	0	4	10	3	0	0	28	1	1	1	8	1	0	1	11	0	0	0	0	HV102_Abd_TRINITY_DN3729_c0_g1
HV102_Ovi_TRINITY_DN19477_c0_g1	131.13	126.98	296.77	332.43	214.05	173.7	796.59	1125.78	219.42	165.03	13.28	44.74	338.39	61.11	147.09	489.05	151.49	24.15	38.25	33.43	108.05	HV102_Ovi_TRINITY_DN19477_c0_g1
HV102_Ovi_TRINITY_DN14495_c0_g1	51.01	78.85	173.77	176.4	258.96	85.58	172.61	203.88	71.42	69.11	72.83	104.19	91.42	59.54	110.36	164.92	65.49	55.49	24.4	28.17	65.18	HV102_Ovi_TRINITY_DN14495_c0_g1
HV102_Wing3_TRINITY_DN27380_c0_g1	17	3	13	22	16	9	14	25	9	34	12	8	12	12	8	10	13	1	1	3	12	HV102_Wing3_TRINITY_DN27380_c0_g1
